Frecuencia,Amplitud CH1,Amplitud CH2,Transferencia,Fase CH1,Fase CH2,Fase relativa,Fase relativa (grados),Offset CH1,Offset CH2
50065.0,1.0199006077713786,0.052196413870544946,0.05117794172571502,0.01556059126827786,1.1568777763072748,1.141317185038997,65.39265778848615,0.022662328486474703,-0.0015182486642743406
50067.87037037037,1.0191392622057136,0.05655565953289817,0.055493553854941556,0.015994422092107396,1.1510287026668202,1.135034280574713,65.03267387959878,0.021702848153677425,-0.0015188992739905492
50070.74074074074,1.0185852454099193,0.0619881829163474,0.06085713807036433,0.026243302792350032,1.1401482970933365,1.1139049943009864,63.82205495199054,0.02189459702282175,-0.001465157942453458
50073.61111111111,1.0183756179361287,0.06887021562120967,0.06762751818507218,0.023200875816459708,1.1348171787012862,1.1116163028848265,63.690922593236756,0.020031194586300954,-0.00139202295332662
50076.48148148148,1.017540467655202,0.07714596764266846,0.07581611748615948,0.029294288481277644,1.090391521646111,1.0610972331648334,60.796393113354,0.02110046210279709,-0.0012423438836875026
50079.351851851854,1.0188086577271622,0.08816099476285753,0.08653341733425583,0.02353008709084967,1.0756298015594536,1.052099714468604,60.28087326597,0.0227899833712019,-0.001400694935701569
50082.22222222222,1.0185134840175116,0.10373902430990857,0.10185336368912025,0.010025522653171762,1.0503111965725689,1.040285673919397,59.60397860350403,0.022311113896852752,-0.0014537163980582087
50085.09259259259,1.017624805541963,0.1261180965068713,0.12393378760033644,0.015674567556877454,0.9880243347155566,0.9723497671586792,55.71153786872062,0.022140528688851312,-0.0012763959827934272
50087.96296296296,1.017649096325189,0.16156878304028968,0.15876669435832771,0.038409814323151444,0.9135082769199597,0.8750984625968083,50.13944856518405,0.02100054182972047,-0.0012086788516058457
50090.833333333336,1.017330432935357,0.2235773907353614,0.21976870395026107,0.037432415473659116,0.7602829261595199,0.7228505106858607,41.41628348117603,0.021836040295371745,-0.0010714673884004073
50093.7037037037,1.0168508803536083,0.3433008107504623,0.3376117554533463,0.020616486442286166,0.4333619566590789,0.4127454702167927,23.64857345656484,0.022040641685785265,-0.000964857578796249
50096.57407407407,1.015607747103711,0.460782764947433,0.45370150657228014,0.023987396397610494,-0.34725235552545475,-0.37123975192306524,-21.270470972675326,0.02140114172896641,-0.0005971595902503735
50099.444444444445,1.0164294877243703,0.3280931533394879,0.32278988095282257,0.02279189907490746,-1.0991642010148583,-1.1219561000897658,-64.28334933410095,0.022890730756699784,-0.00088599866401273
50102.31481481482,1.0175997896809612,0.2078963576330115,0.20430070813810935,0.014329850976897452,-1.4130507055191157,-1.4273805564960131,-81.78288164625631,0.022250784237188646,-0.0011034025132869963
50105.18518518518,1.0175366668892465,0.1461348770839431,0.1436163254251054,0.028471007214640014,-1.546904573057342,-1.575375580271982,-90.2623718975576,0.021953049099195286,-0.001200629349570928
50108.05555555556,1.0182259640883604,0.11099081576537503,0.1090041107572301,0.0227699762480822,-1.6341105461727274,-1.6568805224208096,-94.93226109214336,0.02230967161679876,-0.0012766914168422284
50110.92592592593,1.0185460973679847,0.08856377871826716,0.0869511737830266,0.029317536938244074,-1.6752915030156195,-1.7046090399538636,-97.66690370920351,0.02159191700786549,-0.001425650321987347
50113.7962962963,1.0188463949488586,0.07343106734369088,0.07207275572425889,0.01065328453716652,-1.724215775441108,-1.7348690599782746,-99.40067514458362,0.021801101132954588,-0.0013618824611431467
50116.66666666666,1.018185544224296,0.062128751250374634,0.0610190859640493,0.020783815454495907,-1.7451226237770192,-1.7659064392315151,-101.1789859829412,0.021106448837105492,-0.0015408284550273764
50119.53703703704,1.0184153037748318,0.05376400313641737,0.052791825630601884,0.017542195435090956,-1.7614534379848144,-1.7789956334199053,-101.92894156716312,0.02176612685546038,-0.001472141307381998
50122.40740740741,1.0173319728015344,0.04696361669611814,0.04616351196236315,0.02430849193244583,-1.769585044368485,-1.793893536300931,-102.78252852584168,0.022106854737117355,-0.0016251248533086543
50125.27777777778,1.018725945360185,0.041703691848283576,0.040937105841099046,0.03169914299356924,-1.7797320812574013,-1.8114312242509705,-103.78736402779639,0.02224536553083751,-0.001578025780773609
50128.14814814815,1.018030256424708,0.037190012067343375,0.03653134259285534,0.021960626996455904,-1.8083389683073408,-1.8302995953037966,-104.86844205541014,0.021464146820301237,-0.001551458088009954
50131.01851851852,1.0184404009729995,0.03353277294587335,0.03292561146812002,0.024605426591116187,-1.8083181039748348,-1.832923530565951,-105.01878247164714,0.0208930530715666,-0.0015322761555236128
50133.88888888889,1.0185472399513962,0.030435890597303675,0.029881668128378648,0.026834612208843728,-1.8083028678046864,-1.83513748001353,-105.14563243104874,0.02184654604524971,-0.0016559150964999179
