Frecuencia,Tiempo CH1,V1,Tiempo CH2,V2
50100.0,-4.676e-05,-0.96,-4.676e-05,0.06
50100.0,-4.672e-05,-0.9400000000000001,-4.672e-05,0.04
50100.0,-4.668e-05,-0.92,-4.668e-05,0.02
50100.0,-4.664e-05,-0.9400000000000001,-4.664e-05,0.02
50100.0,-4.66e-05,-0.96,-4.66e-05,0.04
50100.0,-4.656e-05,-0.96,-4.656e-05,0.04
50100.0,-4.652e-05,-0.96,-4.652e-05,0.0
50100.0,-4.648e-05,-0.96,-4.648e-05,0.04
50100.0,-4.644e-05,-0.98,-4.644e-05,0.04
50100.0,-4.64e-05,-0.96,-4.64e-05,0.0
50100.0,-4.636e-05,-0.96,-4.636e-05,0.0
50100.0,-4.6320000000000004e-05,-0.96,-4.6320000000000004e-05,0.0
50100.0,-4.6280000000000004e-05,-0.98,-4.6280000000000004e-05,0.02
50100.0,-4.6240000000000005e-05,-0.98,-4.6240000000000005e-05,0.0
50100.0,-4.6200000000000005e-05,-1.0,-4.6200000000000005e-05,0.0
50100.0,-4.6160000000000005e-05,-0.98,-4.6160000000000005e-05,0.02
50100.0,-4.612e-05,-1.02,-4.612e-05,-0.02
50100.0,-4.6080000000000006e-05,-1.0,-4.6080000000000006e-05,0.0
50100.0,-4.604e-05,-1.0,-4.604e-05,-0.02
50100.0,-4.6e-05,-1.02,-4.6e-05,-0.02
50100.0,-4.596e-05,-1.02,-4.596e-05,-0.02
50100.0,-4.592e-05,-1.02,-4.592e-05,-0.04
50100.0,-4.588e-05,-1.02,-4.588e-05,-0.06
50100.0,-4.584e-05,-1.02,-4.584e-05,-0.04
50100.0,-4.58e-05,-1.02,-4.58e-05,-0.04
50100.0,-4.576e-05,-1.02,-4.576e-05,-0.04
50100.0,-4.572e-05,-1.04,-4.572e-05,-0.06
50100.0,-4.568e-05,-1.04,-4.568e-05,-0.04
50100.0,-4.5640000000000003e-05,-1.06,-4.5640000000000003e-05,-0.06
50100.0,-4.5600000000000004e-05,-1.04,-4.5600000000000004e-05,-0.08
50100.0,-4.5560000000000004e-05,-1.02,-4.5560000000000004e-05,-0.08
50100.0,-4.5520000000000005e-05,-1.04,-4.5520000000000005e-05,-0.06
50100.0,-4.5480000000000005e-05,-1.02,-4.5480000000000005e-05,-0.06
50100.0,-4.544e-05,-1.06,-4.544e-05,-0.06
50100.0,-4.5400000000000006e-05,-1.06,-4.5400000000000006e-05,-0.06
50100.0,-4.536e-05,-1.04,-4.536e-05,-0.08
50100.0,-4.532e-05,-1.04,-4.532e-05,-0.08
50100.0,-4.528e-05,-1.04,-4.528e-05,-0.08
50100.0,-4.524e-05,-1.04,-4.524e-05,-0.06
50100.0,-4.52e-05,-1.04,-4.52e-05,-0.08
50100.0,-4.516e-05,-1.04,-4.516e-05,-0.08
50100.0,-4.512e-05,-1.04,-4.512e-05,-0.1
50100.0,-4.508e-05,-1.04,-4.508e-05,-0.1
50100.0,-4.504e-05,-1.04,-4.504e-05,-0.1
50100.0,-4.5e-05,-1.02,-4.5e-05,-0.12
50100.0,-4.496e-05,-1.04,-4.496e-05,-0.1
50100.0,-4.4920000000000004e-05,-1.04,-4.4920000000000004e-05,-0.14
50100.0,-4.4880000000000004e-05,-1.02,-4.4880000000000004e-05,-0.12
50100.0,-4.4840000000000004e-05,-1.06,-4.4840000000000004e-05,-0.14
50100.0,-4.4800000000000005e-05,-1.04,-4.4800000000000005e-05,-0.12
50100.0,-4.4760000000000005e-05,-1.04,-4.4760000000000005e-05,-0.14
50100.0,-4.4720000000000006e-05,-1.04,-4.4720000000000006e-05,-0.14
50100.0,-4.468e-05,-1.0,-4.468e-05,-0.14
50100.0,-4.464e-05,-1.04,-4.464e-05,-0.14
50100.0,-4.46e-05,-1.04,-4.46e-05,-0.16
50100.0,-4.456e-05,-1.02,-4.456e-05,-0.16
50100.0,-4.452e-05,-1.0,-4.452e-05,-0.12
50100.0,-4.448e-05,-1.02,-4.448e-05,-0.14
50100.0,-4.444e-05,-1.0,-4.444e-05,-0.16
50100.0,-4.44e-05,-1.02,-4.44e-05,-0.16
50100.0,-4.436e-05,-1.0,-4.436e-05,-0.16
50100.0,-4.432e-05,-1.02,-4.432e-05,-0.18
50100.0,-4.428e-05,-1.02,-4.428e-05,-0.16
50100.0,-4.424e-05,-1.0,-4.424e-05,-0.16
50100.0,-4.4200000000000004e-05,-1.0,-4.4200000000000004e-05,-0.18
50100.0,-4.4160000000000004e-05,-1.02,-4.4160000000000004e-05,-0.18
50100.0,-4.4120000000000004e-05,-0.98,-4.4120000000000004e-05,-0.18
50100.0,-4.4080000000000005e-05,-0.98,-4.4080000000000005e-05,-0.18
50100.0,-4.4040000000000005e-05,-0.98,-4.4040000000000005e-05,-0.18
50100.0,-4.4e-05,-0.98,-4.4e-05,-0.18
50100.0,-4.3960000000000006e-05,-0.96,-4.3960000000000006e-05,-0.2
50100.0,-4.392e-05,-0.96,-4.392e-05,-0.18
50100.0,-4.388e-05,-0.96,-4.388e-05,-0.2
50100.0,-4.384e-05,-0.96,-4.384e-05,-0.18
50100.0,-4.38e-05,-0.9400000000000001,-4.38e-05,-0.22
50100.0,-4.376e-05,-0.92,-4.376e-05,-0.22
50100.0,-4.372e-05,-0.92,-4.372e-05,-0.22
50100.0,-4.368e-05,-0.9400000000000001,-4.368e-05,-0.2
50100.0,-4.364e-05,-0.92,-4.364e-05,-0.22
50100.0,-4.36e-05,-0.9,-4.36e-05,-0.24
50100.0,-4.356e-05,-0.92,-4.356e-05,-0.22
50100.0,-4.3520000000000003e-05,-0.9,-4.3520000000000003e-05,-0.2
50100.0,-4.3480000000000004e-05,-0.88,-4.3480000000000004e-05,-0.22
50100.0,-4.3440000000000004e-05,-0.88,-4.3440000000000004e-05,-0.22
50100.0,-4.3400000000000005e-05,-0.88,-4.3400000000000005e-05,-0.22
50100.0,-4.3360000000000005e-05,-0.88,-4.3360000000000005e-05,-0.24
50100.0,-4.332e-05,-0.86,-4.332e-05,-0.24
50100.0,-4.3280000000000006e-05,-0.84,-4.3280000000000006e-05,-0.22
50100.0,-4.324e-05,-0.86,-4.324e-05,-0.24
50100.0,-4.32e-05,-0.86,-4.32e-05,-0.24
50100.0,-4.316e-05,-0.84,-4.316e-05,-0.24
50100.0,-4.312e-05,-0.8200000000000001,-4.312e-05,-0.26
50100.0,-4.308e-05,-0.8,-4.308e-05,-0.24
50100.0,-4.304e-05,-0.8200000000000001,-4.304e-05,-0.24
50100.0,-4.3e-05,-0.8,-4.3e-05,-0.26
50100.0,-4.296e-05,-0.78,-4.296e-05,-0.24
50100.0,-4.292e-05,-0.76,-4.292e-05,-0.26
50100.0,-4.288e-05,-0.76,-4.288e-05,-0.26
50100.0,-4.284e-05,-0.78,-4.284e-05,-0.26
50100.0,-4.2800000000000004e-05,-0.74,-4.2800000000000004e-05,-0.26
50100.0,-4.2760000000000004e-05,-0.74,-4.2760000000000004e-05,-0.26
50100.0,-4.2720000000000004e-05,-0.74,-4.2720000000000004e-05,-0.26
50100.0,-4.2680000000000005e-05,-0.7000000000000001,-4.2680000000000005e-05,-0.26
50100.0,-4.2640000000000005e-05,-0.7000000000000001,-4.2640000000000005e-05,-0.28
50100.0,-4.2600000000000005e-05,-0.72,-4.2600000000000005e-05,-0.28
50100.0,-4.256e-05,-0.68,-4.256e-05,-0.28
50100.0,-4.252e-05,-0.66,-4.252e-05,-0.3
50100.0,-4.248e-05,-0.68,-4.248e-05,-0.28
50100.0,-4.244e-05,-0.64,-4.244e-05,-0.28
50100.0,-4.24e-05,-0.64,-4.24e-05,-0.28
50100.0,-4.236e-05,-0.62,-4.236e-05,-0.28
50100.0,-4.232e-05,-0.64,-4.232e-05,-0.28
50100.0,-4.228e-05,-0.62,-4.228e-05,-0.3
50100.0,-4.224e-05,-0.6,-4.224e-05,-0.28
50100.0,-4.22e-05,-0.6,-4.22e-05,-0.3
50100.0,-4.216e-05,-0.56,-4.216e-05,-0.28
50100.0,-4.212e-05,-0.58,-4.212e-05,-0.28
50100.0,-4.2080000000000004e-05,-0.56,-4.2080000000000004e-05,-0.3
50100.0,-4.2040000000000004e-05,-0.54,-4.2040000000000004e-05,-0.3
50100.0,-4.2000000000000004e-05,-0.52,-4.2000000000000004e-05,-0.3
50100.0,-4.196e-05,-0.54,-4.196e-05,-0.3
50100.0,-4.1920000000000005e-05,-0.52,-4.1920000000000005e-05,-0.3
50100.0,-4.188e-05,-0.5,-4.188e-05,-0.3
50100.0,-4.1840000000000006e-05,-0.48,-4.1840000000000006e-05,-0.28
50100.0,-4.18e-05,-0.48,-4.18e-05,-0.32
50100.0,-4.176e-05,-0.48,-4.176e-05,-0.3
50100.0,-4.172e-05,-0.44,-4.172e-05,-0.3
50100.0,-4.168e-05,-0.42,-4.168e-05,-0.3
50100.0,-4.164e-05,-0.46,-4.164e-05,-0.32
50100.0,-4.16e-05,-0.44,-4.16e-05,-0.3
50100.0,-4.156e-05,-0.4,-4.156e-05,-0.3
50100.0,-4.152e-05,-0.4,-4.152e-05,-0.28
50100.0,-4.148e-05,-0.4,-4.148e-05,-0.3
50100.0,-4.144e-05,-0.4,-4.144e-05,-0.3
50100.0,-4.1400000000000003e-05,-0.38,-4.1400000000000003e-05,-0.32
50100.0,-4.1360000000000004e-05,-0.34,-4.1360000000000004e-05,-0.28
50100.0,-4.1320000000000004e-05,-0.34,-4.1320000000000004e-05,-0.32
50100.0,-4.1280000000000005e-05,-0.34,-4.1280000000000005e-05,-0.32
50100.0,-4.1240000000000005e-05,-0.3,-4.1240000000000005e-05,-0.3
50100.0,-4.12e-05,-0.32,-4.12e-05,-0.3
50100.0,-4.1160000000000006e-05,-0.28,-4.1160000000000006e-05,-0.32
50100.0,-4.112e-05,-0.28,-4.112e-05,-0.28
50100.0,-4.108e-05,-0.28,-4.108e-05,-0.32
50100.0,-4.104e-05,-0.26,-4.104e-05,-0.3
50100.0,-4.1e-05,-0.24,-4.1e-05,-0.32
50100.0,-4.096e-05,-0.22,-4.096e-05,-0.32
50100.0,-4.092e-05,-0.22,-4.092e-05,-0.28
50100.0,-4.088e-05,-0.22,-4.088e-05,-0.32
50100.0,-4.084e-05,-0.2,-4.084e-05,-0.28
50100.0,-4.08e-05,-0.2,-4.08e-05,-0.28
50100.0,-4.076e-05,-0.16,-4.076e-05,-0.3
50100.0,-4.072e-05,-0.16,-4.072e-05,-0.32
50100.0,-4.0680000000000004e-05,-0.14,-4.0680000000000004e-05,-0.32
50100.0,-4.0640000000000004e-05,-0.12,-4.0640000000000004e-05,-0.3
