Frecuencia,Amplitud CH1,Amplitud CH2,Transferencia,Fase CH1,Fase CH2,Fase relativa,Fase relativa (grados),Offset CH1,Offset CH2
49000.0,1.0321576933038805,0.00905004532522023,0.008768083970048732,0.11740628696853522,1.3606751867047961,1.2432688997362609,71.23406075476126,-0.011660825256371259,-0.015885641228128085
49263.15789473684,1.032785697579055,0.009523943930862387,0.009221607108994044,0.1148342584465686,1.3037214163587743,1.1888871579122056,68.11821646567282,-0.013921784596331515,-0.015546378414888245
49526.31578947369,1.0320815235960132,0.009599725561172997,0.009301324887326061,0.12129841397049294,1.3202689929225189,1.198970578952026,68.69595393430794,-0.012986627791396706,-0.014981932653266288
49789.47368421053,1.0321197602004617,0.01246488773918288,0.01207697809870621,0.11564402977776404,1.2753098049198808,1.1596657751421167,66.44395456141042,-0.012715765296876912,-0.014422223830088857
50052.63157894737,1.0320067187847166,0.04074803780807187,0.03948427569934472,0.12011888922589131,1.289892185520797,1.1697732962949057,67.02307286480443,-0.01261046269638283,-0.015429642202159704
50315.78947368421,1.0326837298362228,0.0017965666186056735,0.001739706520689154,0.11395841760949894,1.2733177500203987,1.1593593324108997,66.42639668624923,-0.013243027383495032,-0.01576558595760581
50578.94736842105,1.032149254550133,0.005467660072332192,0.005297354087336233,0.11157669579512379,1.1438672128706284,1.0322905170755046,59.14588985980385,-0.012157742101128284,-0.014167838425596142
50842.10526315789,1.0314767605116604,0.005658415883334131,0.005485742481030105,0.11956194095717529,1.2205368788673867,1.1009749379102114,63.08121729193297,-0.012943220851310689,-0.014198898928045866
51105.26315789473,1.0320882491414076,0.006486350053061482,0.00628468549899436,0.11520746898637416,1.3470179295010116,1.2318104605146374,70.57754054755506,-0.013923784025532718,-0.015228433759065704
51368.42105263158,1.0325436084710065,0.007038609294402414,0.006816767095023916,0.12540894347916276,1.1894258153952753,1.0640168719161125,60.963676091505135,-0.012355355842239428,-0.015299836986770378
51631.57894736842,1.0314172721477015,0.008019078970908677,0.00777481547716444,0.1236890778512481,1.2160874460751812,1.092398368223933,62.589816046209386,-0.013889063677644618,-0.015488380012298079
51894.73684210526,1.0307276551328908,0.007087276776029221,0.006875993615515696,0.1300958303817218,1.431749369250933,1.3016535388692114,74.57925416547367,-0.0120499966170985,-0.014840755299538324
52157.89473684211,1.0328751660498885,0.008238493679051832,0.007976272399460428,0.12325096589247271,1.3766433006740768,1.253392334781604,71.81409085703424,-0.013113646564691078,-0.012861400777291636
52421.05263157895,1.0317354826247658,0.0072060255995083445,0.006984373146861248,0.12509912079288432,1.361099762984163,1.2360006421912786,70.81762027301966,-0.013030985008538443,-0.014470599838457913
52684.21052631579,1.0316667359477805,0.008541212568301397,0.008279042321214982,0.10907533849242017,1.3655269105156838,1.2564515720232636,71.98937223951059,-0.014082481708510787,-0.01463711068705922
52947.36842105263,1.0312140588909524,0.008570126748630901,0.008310715582997268,0.11882733079205002,1.2691766204183101,1.1503492896262602,65.91015926145708,-0.012855374215619315,-0.014544341922744349
53210.52631578947,1.0307397776464295,0.008275379953388621,0.008028583094255328,0.11074942619167785,1.3533558561629668,1.242606429971289,71.19610403317334,-0.012651234733448488,-0.014722346329554194
